data,cotacao,y,x,raio,cor,id,tit,txt
14/07/2023,"4,795",168.700,21,0.7,767676,dia-20,-,-
17/07/2023,"4,8064",167.104,22,0.7,767676,dia-21,-,-
18/07/2023,"4,8088",166.768,23,0.7,767676,dia-22,-,-
19/07/2023,"4,7856",170.016,24,0.7,767676,dia-23,-,-
20/07/2023,"4,8023",167.678,25,0.7,767676,dia-24,-,-
21/07/2023,"4,7805",170.730,26,0.7,767676,dia-25,-,-
24/07/2023,"4,7326",177.436,27,0.7,767676,dia-26,"<b><u>Dólar fecha em queda de 1% no menor patamar desde abril de 2022</u></b>","O dólar à vista encerrou a sessão de segunda-feira, 24 de julho, exibindo depreciação consistente frente ao real, caindo para o menor patamar desde abril do ano passado. O movimento se deu em um dia fraco de indicadores econômicos e notícias no Brasil e no exterior, mas com força dos preços das commodities. Com isso, moedas de mercados emergentes se beneficiaram, com destaque para o rand sul-africano, o real e o peso mexicano. <br><br> Terminadas as negociações, o dólar comercial encerrou em queda de 1,00%, a R$ 4,7326, no menor patamar de fechamento desde 20 de abril do ano passado, quando a moeda americana fechou em R$ 4,6194. A mínima da sessão de 24 de julho foi de R$ 4,7232 e a máxima de R$ 4,7829."
25/07/2023,"4,7494",175.084,28,0.7,767676,dia-27,-,-
26/07/2023,"4,7276",178.136,29,0.7,767676,dia-28,-,-
27/07/2023,"4,7586",173.796,30,0.7,767676,dia-29,-,-
28/07/2023,"4,7312",177.632,31,0.7,767676,dia-30,-,-
31/07/2023,"4,7289",177.954,32,0.7,767676,dia-31,-,-
01/08/2023,"4,7889",169.554,33,0.7,767676,dia-32,-,-
02/08/2023,"4,8039",167.454,34,0.7,767676,dia-33,-,-
03/08/2023,"4,8981",154.266,35,0.7,767676,dia-34,"<b><u>Dólar fecha em alta de quase 2%, com pressão do exterior e Copom</u></b>","O dólar à vista encerrou a sessão de 3 de agosto em forte alta contra o real. O movimento naquele dia esteve alinhado com o que ocorreu no exterior com outras divisas de mercados emergentes, em especial com pares da América Latina. Os rendimentos dos títulos do Tesouro americano (Treasuries) estavam em alta, dando espaço para que o dólar se apreciasse globalmente. Além disso, alguma cautela esteve atrelada à decisão mais “dovish” (favorável ao afrouxamento monetário) do dia anterior do Comitê de Política Monetária (Copom). <br><br>Terminadas as negociações, o dólar à vista fechou em alta de 1,96%, a R$ 4,8981, depois de ter tocado a mínima de R$ 4,8423 e atingido a máxima de R$ 4,9001. Das 33 moedas mais líquidas, o real teve o pior desempenho, seguido pelo peso colombiano e pelo mexicano."
04/08/2023,"4,8747",157.542,36,0.7,767676,dia-35,-,-
07/08/2023,"4,8946",154.756,37,0.7,767676,dia-36,-,-
08/08/2023,"4,8976",154.336,38,0.7,767676,dia-37,-,-
09/08/2023,"4,9044",153.384,39,0.7,767676,dia-38,-,-
10/08/2023,"4,8821",156.506,40,0.7,767676,dia-39,-,-
11/08/2023,"4,9035",153.510,41,0.7,767676,dia-40,-,-
14/08/2023,"4,9655",144.830,42,0.7,767676,dia-41,-,-
15/08/2023,"4,9868",141.848,43,0.7,767676,dia-42,-,-
16/08/2023,"4,9863",141.918,44,0.7,767676,dia-43,-,-
17/08/2023,"4,9813",142.618,45,0.7,767676,dia-44,-,-
18/08/2023,"4,967",144.620,46,0.7,767676,dia-45,-,-
21/08/2023,"4,9781",143.066,47,0.7,767676,dia-46,-,-
22/08/2023,"4,9401",148.386,48,0.7,767676,dia-47,-,-
23/08/2023,"4,8548",160.328,49,0.7,767676,dia-48,"<u><b>Dólar tem 2ª maior queda diária do ano frente ao real</b></u>","O dólar à vista exibiu forte depreciação contra o real na quarta-feira, 23 de agosto, na segunda maior queda diária do ano de 2023 até aquele dia. No início da sessão, a moeda americana já apresentava fraqueza frente à divisa brasileira, mas após a divulgação de dados mais fracos da economia dos Estados Unidos, o movimento se intensificou. Terminadas as negociações, o dólar comercial encerrou em recuo de 1,73%, a R$ 4,8548, depois de ter atingido a mínima de R$ 4,8513 e tocado a máxima de R$ 4,9412.<br><br>Com o fechamento da curva de juros americana, o dólar perdeu o estímulo para se manter globalmente apreciado, e o real terminou com o melhor desempenho frente à moeda americana, de uma lista de 33 divisas. A queda da sessão foi uma das maiores de 2023, ficando apenas atrás do recuo de 2,17% ocorrido no dia 6 de janeiro deste ano."
24/08/2023,"4,8798",156.828,50,0.7,767676,dia-49,-,-
25/08/2023,"4,8750",157.500,51,0.7,767676,dia-50,-,-
28/08/2023,"4,8753",157.458,52,0.7,767676,dia-51,-,-
29/08/2023,"4,8536",160.496,53,0.7,767676,dia-52,-,-
30/08/2023,"4,8687",158.382,54,0.7,767676,dia-53,-,-
31/08/2023,"4,9500",147.000,55,0.7,767676,dia-54,-,-
01/09/2023,"4,9400",148.400,56,0.7,767676,dia-55,-,-
04/09/2023,"4,9342",149.212,57,0.7,767676,dia-56,-,-
05/09/2023,"4,9749",143.514,58,0.7,767676,dia-57,-,-
06/09/2023,"4,9827",142.422,59,0.7,767676,dia-58,-,-
08/09/2023,"4,9822",142.492,60,0.7,767676,dia-59,-,-
11/09/2023,"4,9312",149.632,61,0.7,767676,dia-60,-,-
12/09/2023,"4,9520",146.720,62,0.7,767676,dia-61,-,-
13/09/2023,"4,9167",151.662,63,0.7,767676,dia-62,-,-
14/09/2023,"4,8721",157.906,64,0.7,767676,dia-63,-,-
15/09/2023,"4,8706",158.116,65,0.7,767676,dia-64,-,-
18/09/2023,"4,8556",160.216,66,0.7,767676,dia-65,-,-
19/09/2023,"4,8725",157.850,67,0.7,767676,dia-66,-,-
20/09/2023,"4,8800",156.800,68,0.7,767676,dia-67,-,-
21/09/2023,"4,9336",149.296,69,0.7,767676,dia-68,-,-
22/09/2023,"4,9324",149.464,70,0.7,767676,dia-69,-,-
25/09/2023,"4,9662",144.732,71,0.7,767676,dia-70,-,-
26/09/2023,"4,9870",141.820,72,0.7,767676,dia-71,-,-
27/09/2023,"5,0478",133.308,73,0.7,767676,dia-72,"<u><b>Dólar fecha em forte alta com pressão do exterior</b></u>","O dólar à vista exibiu forte valorização na quarta-feira, 27 de setembro, em dia de mau humor externo e pressão dos Treasuries. Com esse movimento, a moeda americana quebrou a barreira de R$ 5 e o real assumiu a dianteira na lista dos piores desempenhos frente ao dólar no pregão. Ainda que o movimento maior venha como reflexo do cenário externo, operadores de câmbio mencionam o ceticismo crescente com as contas públicas no Brasil como fator adicional para a depreciação da moeda brasileira.<br><br>O dólar comercial encerrou em alta de 1,22%, a R$ 5,0478, depois de tocar a mínima de R$ 4,9878 e alcançar a máxima de R$ 5,0791. Os rendimentos dos títulos do Tesouro americano iniciaram a sessão em queda, mas ao longo da manhã daquele dia reverteram a orientação e passaram a avançar com força. Diante de mais uma disparada dos yields, o dólar se apreciou globalmente, enquanto o real teve o pior desempenho da relação das 33 moedas mais líquidas."
28/09/2023,"5,0399",134.414,74,0.7,767676,dia-73,-,-
29/09/2023,"5,0267",136.262,75,0.7,767676,dia-74,-,-
02/10/2023,"5,0662",130.732,76,0.7,767676,dia-75,-,-
03/10/2023,"5,1530",118.580,77,0.7,767676,dia-76,"<u><b>Dólar salta 1,7% no nível mais alto desde março</b></u>","O cenário externo contaminou o câmbio local neste dia 3 de outubro. O mau humor com dados fortes do mercado de trabalho americano sustentou o avanço dos rendimentos dos títulos do Tesouro dos Estados Unidos. Com a pressão do rendimento dos Treasuries dando margem para valorização global do dólar, a moeda americana quebrou a barreira psicológica e técnica de R$ 5,10, e o recurso de “stop-loss” (de encerramento forçado de posições) foi acionado no mercado de câmbio, conforme relataram operadores. Diante disso, o real teve o pior desempenho das 33 moedas.<br><br>Terminadas as negociações, o dólar comercial fechou a sessão em alta de 1,71%, a R$ 5,1530, no maior patamar da moeda desde o dia 28 de março (R$ 5,1643), quando a divisa se beneficiava dos ventos favoráveis no exterior e do otimismo com o marco fiscal. Na sessão de 3 de outubro, a mínima do dólar foi de R$ 5,0710 e a máxima, de R$ 5,1601."
04/10/2023,"5,1524",118.664,78,0.7,767676,dia-77,-,-
05/10/2023,"5,1687",116.382,79,0.7,767676,dia-78,-,-
06/10/2023,"5,1615",117.390,80,0.7,767676,dia-79,-,-
09/10/2023,"5,1300",121.800,81,0.7,767676,dia-80,-,-
10/10/2023,"5,0562",132.132,82,0.7,767676,dia-81,-,-
11/10/2023,"5,0489",133.154,83,0.7,767676,dia-82,-,-
13/10/2023,"5,0885",127.610,84,0.7,767676,dia-83,-,-
16/10/2023,"5,0367",134.862,85,0.7,767676,dia-84,-,-
17/10/2023,"5,0353",135.058,86,0.7,767676,dia-85,-,-
18/10/2023,"5,0539",132.454,87,0.7,767676,dia-86,-,-
19/10/2023,"5,0529",132.594,88,0.7,767676,dia-87,-,-
20/10/2023,"5,0302",135.772,89,0.7,767676,dia-88,-,-
23/10/2023,"5,0164",137.704,90,0.7,767676,dia-89,-,-
24/10/2023,"4,9927",141.022,91,0.7,767676,dia-90,-,-
25/10/2023,"5,0011",139.846,92,0.7,767676,dia-91,-,-
26/10/2023,"4,9896",141.456,93,0.7,767676,dia-92,-,-
27/10/2023,"5,0126",138.236,94,0.7,767676,dia-93,-,-
30/10/2023,"5,0474",133.364,95,0.7,767676,dia-94,-,-
31/10/2023,"5,0406",134.316,96,0.7,767676,dia-95,-,-
01/11/2023,"4,9730",143.780,97,0.7,767676,dia-96,-,-
03/11/2023,"4,8953",154.658,98,0.7,767676,dia-97,"<u><b>Dólar cai 1,5% após dados nos EUA</b></u>","Na sexta-feira, dia 03 de novembro, <a href=""https://valor.globo.com/financas/noticia/2023/11/03/dolar-fecha-abaixo-de-r-490-apos-dados-fracos-do-mercado-de-trabalho-nos-eua.ghtml"">o dólar fechou em queda</a>, diante de apostas crescentes de que o Federal Reserve (Fed, banco central americano) pode ter chegado ao fim de seu ciclo de aperto monetário, já que mais dados de emprego corroboram a leitura de que o mercado de trabalho nos Estados Unidos <a href=""https://valor.globo.com/mundo/noticia/2023/11/03/eua-criam-150-mil-empregos-em-outubro-menos-que-o-esperado.ghtml"">está perdendo temperatura</a>. <br><br>Pela manhã, a moeda americana operou em queda firme contra o real, e a depreciação se aprofundou após os dados do 'payroll' de outubro dos Estados Unidos. O movimento esteve em linha com a desvalorização global do dólar, em dia de alívio dos títulos do Tesouro americano (Treasuries). Terminadas as negociações, o dólar comercial fechou em queda de 1,56%, a R$ 4,8953, após ter tocado a mínima de R$ 4,8764 e encostado na máxima de R$ 4,9324. Na semana, a moeda acumulou queda de 2,34%."
